species,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,individualCount
Prinia socialis,13.046599,77.585587,2013-08-04,PRESENT,103
Prinia socialis,13.070292,77.769524,2018-08-12,PRESENT,171
Prinia socialis,13.072571,77.55838,2012-07-27,PRESENT,100
Prinia socialis,16.679743,74.265617,2013-06-19,PRESENT,206
Prinia socialis,16.68816,74.21093,2014-01-03,PRESENT,86
Prinia socialis,16.690504,74.210594,2015-12-20,PRESENT,41
Prinia socialis,17.331196,78.390717,2013-06-16,PRESENT,54
Prinia socialis,17.372215,78.424477,2011-12-31,PRESENT,124
Prinia socialis,17.401209,78.4506,2010-07-04,PRESENT,18
Prinia socialis,18.980488,73.774391,2013-07-11,PRESENT,104
Prinia socialis,19.094543,73.003998,2015-04-01,PRESENT,201
Prinia socialis,19.154547,72.958061,2017-05-01,PRESENT,46
Prinia socialis,19.847981,73.988965,2022-01-29,PRESENT,133
Prinia socialis,26.846693,80.946167,2012-08-13,PRESENT,203
Prinia socialis,26.879358,80.861267,2015-02-28,PRESENT,50
Prinia socialis,28.484573,77.112823,2014-03-09,PRESENT,111
Prionailurus bengalensis,26.753735,88.783264,2014-11-23,PRESENT,166
Prionailurus rubiginosus,20.340026,79.305901,2017-04-08,PRESENT,178
Prioneris philonome,27.782575,96.347659,2019-10-10,PRESENT,179
Prioneris thestylis,25.521309,91.255409,2016-12-17,PRESENT,103
Prioneris thestylis,26.704107,89.610158,2017-04-09,PRESENT,28
Prioneris thestylis,31.914882,77.116875,2023-05-18,PRESENT,26
Prioria pinnata,8.504928,77.466445,2016-02-03,PRESENT,154
Prioria pinnata,11.835275,75.839096,2014-02-01,PRESENT,144
Prioria pinnata,12.549118,75.686874,2013-03-06,PRESENT,173
Prioria pinnata,12.873392,75.646362,2014-05-11,PRESENT,14
Prophantis adusta,18.534304,73.46283,2012-01-04,PRESENT,177
Prosopis cineraria,11.209097,79.445076,2018-01-08,PRESENT,81
Prosopis cineraria,13.553348,76.011116,2017-02-27,PRESENT,192
Prosopis cineraria,15.651597,74.953026,2017-04-15,PRESENT,201
Prosopis cineraria,18.415873,73.916855,2020-07-01,PRESENT,209
Prosopis cineraria,26.8416,75.8206,2023-12-05,PRESENT,132
Prosopis cineraria,26.8423,75.8214,2023-12-07,PRESENT,179
Prosopis cineraria,26.870798,75.809639,2010-03-28,PRESENT,16
Prosopis juliflora,12.044851,76.675415,2015-11-03,PRESENT,153
Prosopis juliflora,12.95976,79.303085,2015-08-08,PRESENT,181
Prosopis juliflora,21.769949,88.231513,2024-04-14,PRESENT,156
Prosopis juliflora,24.3628,73.7281,2021-07-03,PRESENT,39
Prosopis juliflora,25.2172,75.8369,2024-04-17,PRESENT,153
Prosopis juliflora,25.2231,75.834,2022-04-22,PRESENT,69
Prosopis juliflora,25.2313,75.8381,2022-04-30,PRESENT,75
Prosopis juliflora,25.4566,75.6356,2022-05-15,PRESENT,82
Prosopis juliflora,26.8519,75.8037,2023-07-15,PRESENT,113
Prosotas aluta,26.694062,90.30604,2020-06-21,PRESENT,63
Prosotas aluta,27.098356,92.817829,2018-09-27,PRESENT,19
Prosotas dubiosa,11.6858,78.1759,2021-01-06,PRESENT,22
Prosotas dubiosa,11.734461,78.202039,2021-09-25,PRESENT,142
Prosotas dubiosa,12.29581,76.639381,2020-10-03,PRESENT,131
Prosotas dubiosa,17.698301,73.967605,2023-10-05,PRESENT,27
Prosotas dubiosa,18.986601,73.267899,2015-02-01,PRESENT,79
Prosotas dubiosa,21.930123,86.57165,2019-06-01,PRESENT,134
Prosotas dubiosa,23.520444,87.311923,2019-08-16,PRESENT,82
Prosotas nora,11.323038,79.243353,2020-11-12,PRESENT,106
Prosotas nora,11.483334,76.400002,2012-11-11,PRESENT,27
Prosotas nora,11.686219,78.175939,2020-09-16,PRESENT,106
Prosotas nora,16.56143,73.859549,2021-08-31,PRESENT,154
Prosotas nora,17.5973,81.68486,2011-06-18,PRESENT,86
Prosotas nora,18.140804,73.790527,2021-09-10,PRESENT,87
Prosotas nora,18.985037,73.28923,2015-10-01,PRESENT,52
Prosotas nora,18.995218,73.258842,2011-10-01,PRESENT,182
Prosotas nora,22.192438,88.185692,2020-01-12,PRESENT,69
Prosotas nora,22.927599,88.55049,2017-03-18,PRESENT,171
Prosotas nora,24.352674,92.344815,2020-03-12,PRESENT,8
Prosotas nora,24.43202,92.330689,2020-09-15,PRESENT,200
Prosotas nora,27.098356,92.817829,2020-09-29,PRESENT,54
Prosotas nora,29.312517,79.563154,2021-10-29,PRESENT,71
Prosotas noreia,17.707583,73.964678,2023-07-15,PRESENT,68
Protaetia aurichalcea,12.866753,80.227509,2018-06-05,PRESENT,133
Protosticta gravelyi,12.424421,75.738186,2023-05-27,PRESENT,45
Provespa barthelemyi,25.608294,91.898911,2014-07-02,PRESENT,199
Prunella himalayana,29.423611,79.426941,2015-03-16,PRESENT,186
Prunella vulgaris,30.460129,79.681084,2016-06-28,PRESENT,188
Prunus cerasoides,25.155983,94.283121,2012-05-02,PRESENT,141
Prunus domestica,29.644575,80.202301,2012-05-11,PRESENT,53
Psammodynastes pulverulentus,24.370508,92.345529,2019-10-30,PRESENT,2
Psammophilus blanfordanus,16.718508,80.351944,2009-06-21,PRESENT,76
Psammophilus blanfordanus,17.356552,78.42794,2016-01-29,PRESENT,66
Psammophilus blanfordanus,17.686626,78.327325,2021-07-01,PRESENT,135
Psammophilus blanfordanus,19.526499,83.407333,2011-07-07,PRESENT,188
Psammophilus dorsalis,10.285107,76.569764,2022-06-25,PRESENT,209
Psammophilus dorsalis,10.337461,77.207314,2012-07-17,PRESENT,50
Psammophilus dorsalis,10.353698,77.224358,2016-05-14,PRESENT,107
Psammophilus dorsalis,11.43,76.879997,2012-03-29,PRESENT,71
Psammophilus dorsalis,11.459742,76.68335,2020-02-16,PRESENT,185
Psammophilus dorsalis,11.735546,77.749449,2021-12-17,PRESENT,172
Psammophilus dorsalis,11.775251,78.209259,2013-05-11,PRESENT,46
Psammophilus dorsalis,12.152535,79.357597,2016-06-09,PRESENT,195
Psammophilus dorsalis,12.172019,79.301485,2022-09-16,PRESENT,133
Psammophilus dorsalis,12.239952,79.390984,2004-04-09,PRESENT,97
Psammophilus dorsalis,12.258824,79.378799,2015-07-09,PRESENT,157
Psammophilus dorsalis,12.721045,77.566956,2015-04-22,PRESENT,172
Psammophilus dorsalis,12.895967,77.657166,2015-07-27,PRESENT,102
Psammophilus dorsalis,12.919994,77.641312,2013-12-01,PRESENT,148
Psammophilus dorsalis,12.959425,77.33622,2014-05-26,PRESENT,15
Psammophilus dorsalis,13.002437,79.047699,2017-05-28,PRESENT,192
Psammophilus dorsalis,13.064011,77.57399,2018-05-02,PRESENT,22
Psammophilus dorsalis,13.0659,77.5764,2021-06-18,PRESENT,180
Psammophilus dorsalis,13.06611,77.57388,2020-03-22,PRESENT,47
Psammophilus dorsalis,13.068472,77.578384,2016-06-13,PRESENT,175
Psammophilus dorsalis,13.36674,77.672997,2015-04-26,PRESENT,6
Psammophilus dorsalis,13.368811,77.68109,2019-12-22,PRESENT,194
Psammophilus dorsalis,13.422116,77.497002,2019-03-09,PRESENT,61
Psammophilus dorsalis,13.425225,77.501022,2019-03-09,PRESENT,148
Psammophilus dorsalis,15.333333,76.466667,2014-04-18,PRESENT,61
Psammophilus dorsalis,18.727817,72.907347,2014-06-18,PRESENT,26
Pselliophora laeta,14.34985,75.732979,2015-09-01,PRESENT,5
Pselliophora laeta,19.162924,72.892021,2015-11-29,PRESENT,51
Pseudagrion decorum,9.7461,76.3072,2020-11-10,PRESENT,89
Pseudagrion decorum,13.110818,77.575912,2021-11-26,PRESENT,146
Pseudagrion decorum,16.984831,74.1284,2021-09-26,PRESENT,22
Pseudagrion decorum,21.3165,72.878,2017-08-19,PRESENT,128
Pseudagrion decorum,22.192446,88.185699,2019-11-17,PRESENT,99
Pseudagrion decorum,23.131016,72.376991,2015-07-04,PRESENT,211
Pseudagrion decorum,23.229009,77.364026,2021-12-17,PRESENT,144
Pseudagrion decorum,25.2015,75.7951,2022-09-03,PRESENT,162
Pseudagrion decorum,25.204,75.7947,2022-09-03,PRESENT,72
Pseudagrion decorum,25.213816,75.864753,2020-10-22,PRESENT,196
Pseudagrion decorum,25.2338,75.8392,2021-03-21,PRESENT,136
Pseudagrion decorum,25.3693,76.0071,2023-08-29,PRESENT,57
Pseudagrion decorum,28.523851,77.575211,2016-10-05,PRESENT,87
Pseudagrion hypermelas,18.394283,73.713203,2012-01-12,PRESENT,48
Pseudagrion indicum,8.578497,77.085226,2024-01-14,PRESENT,21
Pseudagrion indicum,9.925984,76.771703,2020-12-26,PRESENT,5
Pseudagrion malabaricum,14.730845,74.266703,2021-10-02,PRESENT,186
Pseudagrion microcephalum,8.392323,77.262067,2023-09-26,PRESENT,32
Pseudagrion microcephalum,10.297583,76.256599,2019-08-25,PRESENT,89
Pseudagrion microcephalum,12.316853,76.598306,2020-10-20,PRESENT,173
Pseudagrion microcephalum,18.433321,73.170944,2013-11-13,PRESENT,133
Pseudagrion microcephalum,18.4573,73.8068,2020-11-15,PRESENT,106
Pseudagrion microcephalum,18.685517,72.992005,2021-12-05,PRESENT,13
Pseudagrion microcephalum,21.760155,88.221637,2021-10-19,PRESENT,198
Pseudagrion microcephalum,22.309804,87.89274,2020-11-16,PRESENT,39
Pseudagrion microcephalum,22.972826,88.44477,2021-12-17,PRESENT,187
Pseudagrion microcephalum,23.320618,87.220774,2023-09-27,PRESENT,187
Pseudagrion microcephalum,27.573681,95.369604,2021-11-05,PRESENT,19
Pseudagrion rubriceps,9.067053,76.93229,2020-10-09,PRESENT,105
Pseudagrion rubriceps,12.6792,77.918,2023-09-08,PRESENT,35
Pseudagrion rubriceps,15.203362,74.087677,2013-04-17,PRESENT,24
Pseudagrion rubriceps,19.150966,72.883129,2018-08-27,PRESENT,30
Pseudagrion rubriceps,21.769949,88.231513,2023-10-18,PRESENT,40
Pseudagrion rubriceps,22.804141,88.33402,2022-10-21,PRESENT,101
Pseudagrion rubriceps,22.972237,88.444136,2021-11-06,PRESENT,158
Pseudagrion rubriceps,23.200277,86.126732,2017-04-04,PRESENT,7
Pseudagrion rubriceps,23.578073,87.227695,2023-10-28,PRESENT,181
Pseuderanthemum laxiflorum,17.847,73.0903,2024-04-10,PRESENT,38
Pseuderanthemum maculatum,11.936891,79.835419,2015-01-01,PRESENT,73
Pseudergolis wedah,27.547604,93.897888,2016-09-19,PRESENT,52
Pseudergolis wedah,29.451599,79.480584,2021-10-04,PRESENT,154
Pseudibis papillosa,8.492706,77.75093,2017-02-03,PRESENT,65
Pseudibis papillosa,8.664503,77.442946,2020-04-28,PRESENT,35
Pseudibis papillosa,11.607304,76.801058,2022-02-12,PRESENT,94
Pseudibis papillosa,12.007104,76.389771,2014-03-30,PRESENT,177
Pseudibis papillosa,12.310435,76.62397,2021-01-16,PRESENT,97
Pseudibis papillosa,12.739404,77.786698,2024-01-17,PRESENT,16
Pseudibis papillosa,18.176028,74.963776,2018-06-17,PRESENT,198
Pseudibis papillosa,19.847981,73.988965,2022-03-08,PRESENT,144
Pseudibis papillosa,20.367704,79.302742,2019-05-16,PRESENT,7
Pseudibis papillosa,21.24807,79.986404,2017-04-08,PRESENT,45
Pseudibis papillosa,22.545496,72.951965,2015-09-01,PRESENT,59
Pseudibis papillosa,22.762213,78.348679,2015-02-14,PRESENT,51
Pseudibis papillosa,28.461393,76.890831,2015-05-09,PRESENT,175
Pseudibis papillosa,28.52673,77.575363,2023-08-03,PRESENT,98
Pseudocoladenia dan,11.549391,76.03775,2007-12-22,PRESENT,199
Pseudocoladenia dan,11.618211,76.172215,2009-09-03,PRESENT,103
Pseudocoladenia dan,11.943457,75.853744,2019-01-04,PRESENT,99
Pseudocoladenia dan,14.619639,74.844077,2019-06-26,PRESENT,197
Pseudocoladenia dan,25.521309,91.255409,2016-11-05,PRESENT,122
Pseudocoladenia dan,25.565757,91.885966,2020-10-13,PRESENT,145
Pseudocoladenia dan,25.98606,90.786566,2021-09-11,PRESENT,66
Pseudocoladenia dan,26.750976,91.237164,2023-10-03,PRESENT,75
Pseudocoladenia dan,26.980512,94.338532,2021-10-02,PRESENT,100
Pseudocoladenia dan,27.445472,96.535809,2021-09-26,PRESENT,64
Pseudocopera ciliata,22.688509,88.321301,2022-02-06,PRESENT,124
Pseudocopera ciliata,22.966608,88.436756,2022-06-03,PRESENT,77
Pseudocopera ciliata,23.581524,87.191018,2012-03-07,PRESENT,135
Pseudocopera ciliata,24.371164,92.342138,2020-10-21,PRESENT,129
Pseudocopera ciliata,24.43202,92.330689,2020-10-01,PRESENT,117
Pseudocopera ciliata,24.464465,92.537126,2023-08-25,PRESENT,200
Pseudois nayaur,34.043358,77.395088,2014-06-13,PRESENT,195
Pseudomussaenda flava,18.540813,73.453217,2012-10-25,PRESENT,25
Pseudophilautus amboli,13.689496,75.244989,2022-06-09,PRESENT,129
Pseudophilautus amboli,15.386531,74.229671,2021-02-04,PRESENT,108
Pseudophilautus amboli,15.728101,74.000633,2022-06-17,PRESENT,75
Pseudophilautus amboli,15.7843,74.052,2022-06-26,PRESENT,110
Pseudophilautus kani,8.549448,76.973816,2012-09-02,PRESENT,74
Pseudophilautus kani,8.9556,77.0533,2022-05-27,PRESENT,154
Pseudophilautus wynaadensis,8.549304,76.977268,2023-03-07,PRESENT,181
Pseudophilautus wynaadensis,9.681954,76.558952,2016-07-05,PRESENT,55
Pseudophilautus wynaadensis,9.9241,76.7694,2021-12-24,PRESENT,6
Pseudophilautus wynaadensis,9.925,76.7689,2020-11-05,PRESENT,34
Pseudophilautus wynaadensis,10.106951,76.473663,2013-06-23,PRESENT,73
Pseudophilautus wynaadensis,10.31461,76.868629,2017-10-09,PRESENT,137
Pseudophilautus wynaadensis,11.200062,75.866467,2021-01-13,PRESENT,82
Pseudophilautus wynaadensis,11.4614,76.0442,2022-09-22,PRESENT,162
Pseudophilautus wynaadensis,11.836114,75.856369,2015-12-21,PRESENT,66
Pseudophilautus wynaadensis,11.840905,76.084927,2023-05-31,PRESENT,64
Pseudophilautus wynaadensis,11.995915,75.998566,2017-08-09,PRESENT,68
Pseudophilautus wynaadensis,12.149067,75.940521,2015-06-27,PRESENT,56
Pseudophilautus wynaadensis,12.424421,75.738186,2010-12-09,PRESENT,148
Pseudophilautus wynaadensis,12.868925,74.884337,2021-10-01,PRESENT,177
Pseudophilautus wynaadensis,13.147792,75.692489,2021-08-31,PRESENT,100
Pseudoxenodon macrops,27.306581,88.363998,2014-07-15,PRESENT,47
Pseudoxenodon macrops,28.745537,94.890289,2011-10-11,PRESENT,126
Pseudozizeeria maha,10.582523,76.031937,2013-05-24,PRESENT,74
Pseudozizeeria maha,12.758901,78.218536,2014-04-13,PRESENT,7
Pseudozizeeria maha,13.322,77.1213,2023-09-11,PRESENT,34
Pseudozizeeria maha,13.352155,78.005268,2022-08-20,PRESENT,26
Pseudozizeeria maha,17.541211,78.433848,2022-09-06,PRESENT,10
Pseudozizeeria maha,22.6192,88.0046,2023-05-06,PRESENT,118
Pseudozizeeria maha,22.724756,88.478935,2022-09-05,PRESENT,148
Pseudozizeeria maha,22.7334,77.7373,2021-09-16,PRESENT,117
Pseudozizeeria maha,22.927599,88.55049,2017-02-17,PRESENT,91
Pseudozizeeria maha,22.97767,88.438274,2021-03-24,PRESENT,36
Pseudozizeeria maha,23.200277,86.126732,2018-08-17,PRESENT,21
Pseudozizeeria maha,25.18497,75.827902,2020-03-29,PRESENT,168
Pseudozizeeria maha,25.1852,75.8253,2021-05-05,PRESENT,96
Pseudozizeeria maha,25.578773,91.893254,2023-07-03,PRESENT,197
Pseudozizeeria maha,26.8751,75.8124,2023-08-12,PRESENT,8
Pseudozizeeria maha,27.098356,92.817829,2018-09-26,PRESENT,42
Pseudozizeeria maha,27.3999,95.6348,2022-09-03,PRESENT,55
Pseudozizeeria maha,27.520622,93.841187,2016-09-16,PRESENT,105
Pseudozizeeria maha,28.530907,77.180149,2022-12-01,PRESENT,38
Pseudozizeeria maha,28.915768,79.509502,2022-04-13,PRESENT,77
Psidium guajava,8.567209,76.990227,2014-10-06,PRESENT,89
Psidium guajava,9.498067,76.338852,2015-02-12,PRESENT,51
Psidium guajava,9.596133,76.512294,2020-09-07,PRESENT,178
Psidium guajava,9.649716,76.381111,2015-01-29,PRESENT,118
Psidium guajava,10.278502,76.210974,2020-09-25,PRESENT,191
Psidium guajava,10.292274,76.165332,2020-09-21,PRESENT,25
Psidium guajava,11.916494,75.731163,2013-03-22,PRESENT,187
Psidium guajava,15.59632,73.872917,2014-04-26,PRESENT,46
Psidium guajava,20.147,85.4336,2024-02-05,PRESENT,13
Psidium guajava,23.1951,86.0485,2022-04-28,PRESENT,97
Psidium guajava,25.46286,81.795105,2014-12-06,PRESENT,69
Psidium guajava,26.8399,75.8221,2023-12-03,PRESENT,91
Psidium guajava,26.9517,75.7771,2022-04-22,PRESENT,20
Psidium guajava,27.011,94.337,2023-12-05,PRESENT,18
Psidium guajava,27.0308,95.0159,2022-04-28,PRESENT,67
Psidium guajava,28.54367,77.162222,2022-09-05,PRESENT,135
Psidium guineense,12.927325,77.669579,2014-05-19,PRESENT,5
Psilogramma increta,12.860144,80.227226,2016-09-18,PRESENT,69
Psilogramma menephron,28.142878,95.843147,2017-11-24,PRESENT,119
Psilopogon asiaticus,23.655525,92.442505,2014-03-12,PRESENT,189
Psilopogon asiaticus,24.43202,92.330688,2014-10-01,PRESENT,29
Psilopogon duvaucelii,23.649934,88.126976,2023-07-21,PRESENT,207
Psilopogon haemacephalus,11.2248,76.7263,2022-01-30,PRESENT,163
Psilopogon haemacephalus,11.664325,78.146014,2019-01-22,PRESENT,11
Psilopogon haemacephalus,12.979679,80.264508,2020-07-14,PRESENT,15
Psilopogon haemacephalus,22.647014,88.366638,2020-03-31,PRESENT,199
Psilopogon lineatus,26.659423,91.001131,2019-10-28,PRESENT,203
Psilopogon malabaricus,12.226112,75.665421,2013-11-30,PRESENT,156
Psilopogon malabaricus,13.122275,75.148222,2021-02-17,PRESENT,183
Psilopogon malabaricus,28.70977,77.217054,2020-06-25,PRESENT,78
Psilopogon viridis,8.759837,76.782697,2020-10-10,PRESENT,204
Psilopogon viridis,15.43643,74.310355,2021-03-11,PRESENT,86
Psilopogon zeylanicus,27.215186,77.503,2017-11-24,PRESENT,191
Psilopogon zeylanicus,28.593096,77.219679,2023-07-06,PRESENT,80
Psittacula alexandri,24.607288,92.383438,2012-03-11,PRESENT,30
Psittacula alexandri,26.465195,93.811058,2018-02-10,PRESENT,60
Psittacula alexandri,26.619281,93.24116,2020-03-04,PRESENT,189
Psittacula alexandri,26.678141,93.555367,2013-05-03,PRESENT,62
Psittacula columboides,8.9553,77.0536,2022-05-29,PRESENT,51
Psittacula columboides,17.400959,73.750359,2006-05-06,PRESENT,87
Psittacula cyanocephala,11.572177,76.642715,2013-09-10,PRESENT,15
Psittacula cyanocephala,11.774792,78.209705,2019-12-25,PRESENT,35
Psittacula cyanocephala,17.600912,81.713333,2011-03-03,PRESENT,170
Psittacula cyanocephala,20.145725,79.32428,2019-05-17,PRESENT,203
Psittacula cyanocephala,22.917767,77.722294,2022-03-19,PRESENT,26
Psittacula cyanocephala,25.273314,85.455826,2018-07-15,PRESENT,175
Psittacula eupatria,13.085602,77.610855,2013-12-15,PRESENT,149
Psittacula eupatria,20.145723,79.32428,2019-05-17,PRESENT,141
Psittacula eupatria,22.838921,86.222202,2024-01-02,PRESENT,176
Psittacula krameri,10.103771,76.702766,2012-04-07,PRESENT,186
Psittacula krameri,10.302764,76.332017,2020-10-02,PRESENT,146
Psittacula krameri,10.984167,76.734726,2013-03-10,PRESENT,152
Psittacula krameri,11.332,76.8039,2022-04-22,PRESENT,106
Psittacula krameri,11.664325,78.146014,2020-02-14,PRESENT,19
Psittacula krameri,12.240439,77.619095,2012-09-08,PRESENT,183
Psittacula krameri,12.411209,76.684563,2013-03-17,PRESENT,64
Psittacula krameri,12.739404,77.786698,2023-02-25,PRESENT,25
Psittacula krameri,12.97046,80.066065,2018-12-10,PRESENT,108
Psittacula krameri,12.974288,77.735551,2022-09-10,PRESENT,107
Psittacula krameri,13.066151,77.57521,2023-08-06,PRESENT,146
Psittacula krameri,14.100789,75.526214,2021-02-15,PRESENT,178
Psittacula krameri,14.658455,74.295853,2012-05-19,PRESENT,116
Psittacula krameri,16.8167,74.116699,2014-01-01,PRESENT,7
Psittacula krameri,17.142826,76.949829,2012-04-12,PRESENT,124
Psittacula krameri,17.682777,74.002836,2021-05-17,PRESENT,48
Psittacula krameri,19.150845,72.955742,2013-12-28,PRESENT,114
Psittacula krameri,23.640378,88.129937,2023-05-01,PRESENT,43
Psittacula krameri,23.662072,88.130969,2024-03-16,PRESENT,34
Psittacula krameri,24.592979,73.680588,2012-07-24,PRESENT,37
Psittacula krameri,24.765778,92.785599,2015-12-18,PRESENT,42
Psittacula krameri,27.896488,77.372635,2007-11-04,PRESENT,67
Psittacula krameri,27.908243,78.06649,2014-01-02,PRESENT,205
Psittacula krameri,28.593681,77.221832,2017-12-27,PRESENT,66
Psittacula krameri,28.615569,77.178554,2023-07-04,PRESENT,173
Psittacula krameri,30.343769,77.999557,2013-02-03,PRESENT,42
Psittacula krameri,30.733315,76.779419,2015-12-22,PRESENT,187
Psittacula longicauda,13.083982,92.705383,2010-01-23,PRESENT,62
Psittacula roseata,15.33221,76.458748,2016-03-25,PRESENT,208
Psolos fuligo,8.803958,76.701182,2021-07-14,PRESENT,7
Psolos fuligo,9.174842,76.501335,2023-08-30,PRESENT,3
Pterocarpus dalbergioides,8.817223,77.013336,2019-12-04,PRESENT,176
Pterocarpus marsupium,13.88729,75.387856,2015-06-16,PRESENT,11
Pterocarpus santalinus,11.928525,79.823021,2016-02-06,PRESENT,92
Pterocles exustus,15.045639,76.207353,2024-02-23,PRESENT,3
Pterocles exustus,18.13991,74.841354,2024-01-16,PRESENT,97
Pterocles exustus,28.467823,76.866875,2014-07-05,PRESENT,65
Pterocles indicus,26.017328,76.502571,2012-10-30,PRESENT,133
Pterolobium hexapetalum,11.558071,76.707916,2015-04-19,PRESENT,103
Pteropus vampyrus,12.425021,76.653542,2013-02-10,PRESENT,208
Pteropus vampyrus,12.793806,77.37999,2013-03-10,PRESENT,16
Pteropus vampyrus,12.86068,74.855949,2017-08-25,PRESENT,11
Pteropus vampyrus,14.480641,75.723793,2016-12-21,PRESENT,81
Pteropus vampyrus,17.710995,73.888489,2015-01-11,PRESENT,1
Pteropus vampyrus,18.338326,74.030472,2018-09-06,PRESENT,119
Pteropus vampyrus,19.216143,73.098962,2020-07-28,PRESENT,57
Pteropus vampyrus,23.20822,69.436554,2014-01-01,PRESENT,107
Pteropus vampyrus,23.234247,69.408623,2014-01-02,PRESENT,148
Pteropus vampyrus,26.871283,78.563454,2017-11-24,PRESENT,156
Pteropus vampyrus,27.908904,78.066976,2024-01-26,PRESENT,113
Pterospermum acerifolium,12.94836,77.585663,2013-06-25,PRESENT,9
Pterospermum acerifolium,26.255716,90.618048,2021-04-30,PRESENT,59
Pterospermum diversifolium,11.916494,75.731163,2013-03-10,PRESENT,122
Pterospermum diversifolium,11.928525,79.823021,2015-05-19,PRESENT,185
Pterospermum diversifolium,15.917295,73.941864,2018-01-29,PRESENT,176
Pterospermum reticulatum,16.010555,76.60083,2017-01-18,PRESENT,94
Pterospermum rubiginosum,8.504928,77.466446,2016-02-08,PRESENT,65
Pterospermum rubiginosum,12.103781,75.815277,2014-12-23,PRESENT,200
Pterospermum xylocarpum,8.452554,76.974388,2014-09-11,PRESENT,175
Pterospermum xylocarpum,12.303889,76.654442,2015-03-20,PRESENT,64
Pteruthius melanotis,28.216534,95.796234,2016-04-03,PRESENT,171
Pterygota alata,8.487494,76.948624,2014-04-03,PRESENT,126
Pterygota alata,8.4875,76.952499,2014-08-10,PRESENT,136
Pterygota alata,11.93203,79.816124,2014-06-28,PRESENT,88
Pterygota alata,13.007893,77.562241,2016-05-22,PRESENT,76
Ptyas korros,24.369353,92.344395,2019-10-30,PRESENT,184
Ptyas korros,26.202281,91.739281,2023-05-26,PRESENT,155
Ptyas korros,26.659423,91.001131,2018-02-19,PRESENT,58
Ptyas mucosa,8.549304,76.977264,2014-10-28,PRESENT,206
Ptyas mucosa,8.549304,76.977268,2021-12-13,PRESENT,86
Ptyas mucosa,8.72786,76.938736,2016-05-12,PRESENT,80
Ptyas mucosa,9.654136,76.748688,2013-09-01,PRESENT,104
Ptyas mucosa,9.9241,76.7692,2020-12-21,PRESENT,70
Ptyas mucosa,10.462576,76.833572,2009-07-02,PRESENT,46
Ptyas mucosa,10.593448,76.600558,2023-06-24,PRESENT,179
Ptyas mucosa,12.626927,80.192711,2015-08-09,PRESENT,168
Ptyas mucosa,12.74287,80.240147,2018-10-06,PRESENT,28
Ptyas mucosa,12.781205,77.607532,2021-09-01,PRESENT,161
Ptyas mucosa,13.001177,80.256496,2022-01-25,PRESENT,109
Ptyas mucosa,19.130959,73.007607,2016-07-14,PRESENT,197
Ptyas mucosa,21.218068,72.766964,2021-11-14,PRESENT,179
Ptyas mucosa,22.423407,88.286987,2018-02-23,PRESENT,35
Ptyas mucosa,22.429358,88.288216,2013-09-25,PRESENT,144
Ptyas mucosa,23.146841,79.875778,2013-06-03,PRESENT,168
Ptyas mucosa,23.226073,72.731883,2020-09-22,PRESENT,173
Ptyas mucosa,26.473108,90.298843,2017-09-19,PRESENT,135
Ptyas mucosa,26.521458,88.719557,2020-04-19,PRESENT,20
Ptyas mucosa,27.043935,76.0592,2011-04-21,PRESENT,35
Ptyas mucosa,27.395147,95.630023,2020-04-25,PRESENT,117
Ptyas mucosa,29.530014,78.774658,2011-05-30,PRESENT,64
Ptyas mucosa,30.41452,78.095329,2015-09-24,PRESENT,186
Ptyctolaemus gularis,24.352678,92.344814,2020-04-13,PRESENT,21
Ptyctolaemus gularis,25.661438,94.079391,2016-05-23,PRESENT,73
Ptyonoprogne concolor,13.303367,77.186737,2020-01-15,PRESENT,28
Ptyonoprogne concolor,19.942724,75.213165,2009-11-14,PRESENT,42
Ptyonoprogne concolor,27.61898,75.425735,2016-03-15,PRESENT,105
Pulicaria wightiana,26.8416,75.8104,2023-11-21,PRESENT,185
Punica granatum,9.463289,76.66726,2020-09-13,PRESENT,145
Punica granatum,9.4898,76.497334,2019-06-03,PRESENT,197
Punica granatum,10.682981,76.683784,2020-10-25,PRESENT,19
Punica granatum,11.010543,76.947037,2016-04-22,PRESENT,23
Punica granatum,22.7332,77.7385,2023-10-09,PRESENT,43
Punica granatum,22.775,88.557999,2003-05-28,PRESENT,175
Punica granatum,27.1061,95.1608,2022-04-26,PRESENT,111
Putranjiva roxburghii,25.455336,78.605827,2019-11-08,PRESENT,60
Putranjiva roxburghii,26.144516,91.736237,2018-07-03,PRESENT,32
Pycnarmon cribrata,11.459905,76.682602,2019-10-07,PRESENT,140
Pycnonotus cafer,8.698802,77.764404,2012-10-24,PRESENT,86
Pycnonotus cafer,9.951943,76.311203,2016-01-13,PRESENT,43
Pycnonotus cafer,10.0405,76.2979,2021-03-05,PRESENT,40
Pycnonotus cafer,10.548265,76.28643,2013-03-24,PRESENT,41
Pycnonotus cafer,11.882806,79.666328,2015-02-14,PRESENT,1
Pycnonotus cafer,12.853644,77.507729,2013-08-03,PRESENT,88
Pycnonotus cafer,15.335013,76.460024,2019-03-19,PRESENT,141
Pycnonotus cafer,16.648659,73.523666,2018-03-10,PRESENT,137
Pycnonotus cafer,16.678787,74.266205,2014-01-02,PRESENT,200
Pycnonotus cafer,17.370626,78.41217,2012-10-24,PRESENT,114
Pycnonotus cafer,17.370626,78.413223,2012-02-04,PRESENT,151
